#name	chrom	strand	txStart	txEnd	exonCount	exonStarts	exonEnds	score	name2
NM_016418.5	chr22	+	29603555	29698600	17	29603555,29636750,29639089,29642201,29654656,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29683019,29694751,	29604112,29636876,29639212,29642285,29654725,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29683064,29698600,	0	NF2
NM_181825.3	chr22	+	29603632	29683915	16	29603632,29636750,29639089,29642201,29654656,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29683019,	29604112,29636876,29639212,29642285,29654725,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29683915,	0	NF2
NM_181831.3	chr22	+	29603632	29684175	15	29603632,29642201,29654656,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29683019,29683700,	29604112,29642285,29654725,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29683064,29684175,	0	NF2
NM_001407066.1	chr22	+	29603632	29684175	17	29603632,29636750,29639089,29642201,29654656,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29683019,29683700,	29604112,29636876,29639212,29642285,29654725,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29683064,29684175,	0	NF2
NM_001407064.1	chr22	+	29603632	29698598	13	29603632,29642201,29654656,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29694751,	29604112,29642285,29654725,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29698598,	0	NF2
NM_181830.3	chr22	+	29603632	29698598	15	29603632,29642201,29654656,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29683019,29694751,	29604112,29642285,29654725,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29683064,29698598,	0	NF2
NM_001407063.1	chr22	+	29603632	29698598	15	29603632,29642201,29654656,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29683019,29694751,	29604112,29642285,29654725,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29683079,29698598,	0	NF2
NM_001407055.1	chr22	+	29603632	29698598	15	29603632,29639089,29642201,29654656,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29694751,	29604112,29639212,29642285,29654725,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29698598,	0	NF2
NM_181828.3	chr22	+	29603632	29698598	16	29603632,29639089,29642201,29654656,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29683019,29694751,	29604112,29639212,29642285,29654725,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29683064,29698598,	0	NF2
NM_001407062.1	chr22	+	29603632	29698598	14	29603632,29636750,29642201,29654656,29655593,29658188,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29694751,	29604112,29636876,29642285,29654725,29655676,29658264,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29698598,	0	NF2
NM_001407054.1	chr22	+	29603632	29698598	15	29603632,29636750,29642201,29654656,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29694751,	29604112,29636876,29642285,29654725,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29698598,	0	NF2
NM_181829.3	chr22	+	29603632	29698598	16	29603632,29636750,29642201,29654656,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29683019,29694751,	29604112,29636876,29642285,29654725,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29683064,29698598,	0	NF2
NM_001407058.1	chr22	+	29603632	29698598	16	29603632,29636750,29642201,29654656,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29683019,29694751,	29604112,29636876,29642285,29654725,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29683079,29698598,	0	NF2
NM_181833.3	chr22	+	29603632	29698598	5	29603632,29636750,29639089,29642201,29694751,	29604112,29636876,29639212,29642285,29698598,	0	NF2
NM_001407057.1	chr22	+	29603632	29698598	15	29603632,29636750,29639089,29642201,29654656,29655593,29658188,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29694751,	29604112,29636876,29639212,29642285,29654725,29655676,29658264,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29698598,	0	NF2
NM_001407059.1	chr22	+	29603632	29698598	16	29603632,29636750,29639089,29642201,29654656,29655593,29658188,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29683019,29694751,	29604112,29636876,29639212,29642285,29654725,29655676,29658264,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29683064,29698598,	0	NF2
NM_001407060.1	chr22	+	29603632	29698598	15	29603632,29636750,29639089,29642201,29654656,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29694751,	29604112,29636876,29639212,29642285,29654725,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29698598,	0	NF2
NM_000268.4	chr22	+	29603632	29698598	16	29603632,29636750,29639089,29642201,29654656,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29694751,	29604112,29636876,29639212,29642285,29654725,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29698598,	0	NF2
NM_181832.3	chr22	+	29603632	29698598	17	29603632,29636750,29639089,29642201,29654656,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29683019,29694751,	29604112,29636876,29639212,29642285,29654725,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29683079,29698598,	0	NF2
NM_001407065.1	chr22	+	29603632	29698598	18	29603632,29636750,29639089,29642201,29654656,29654974,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29683019,29694751,	29604112,29636876,29639212,29642285,29654725,29655080,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29683064,29698598,	0	NF2
NM_001407067.1	chr22	+	29603632	29698598	17	29603632,29636750,29639089,29642201,29654656,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29683019,29694751,	29604112,29636901,29639212,29642285,29654725,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29683064,29698598,	0	NF2
NM_001407053.1	chr22	+	29603632	29698598	17	29603632,29628657,29636750,29639089,29642201,29654656,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29694751,	29604112,29628773,29636876,29639212,29642285,29654725,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29698598,	0	NF2
NM_001407056.1	chr22	+	29603632	29698598	18	29603632,29628657,29636750,29639089,29642201,29654656,29655593,29658188,29661204,29664989,29668332,29671825,29673268,29674835,29678195,29681438,29683019,29694751,	29604112,29628773,29636876,29639212,29642285,29654725,29655676,29658264,29661339,29665064,29668446,29671948,29673486,29674941,29678323,29681601,29683064,29698598,	0	NF2
NR_176267.1	chr22	+	29603632	29698598	8	29603632,29642201,29661204,29664989,29668332,29674835,29678195,29694751,	29604112,29642285,29661339,29665064,29668446,29674941,29678323,29698598,	0	NF2
NM_001362843.2	chr22	+	41092591	41180077	30	41092591,41117186,41125863,41127486,41129889,41131387,41135812,41137652,41140139,41141047,41147836,41149037,41149760,41151832,41152205,41154994,41157168,41158411,41160641,41162722,41164052,41166598,41168448,41168720,41169502,41170405,41172498,41173622,41176246,41176772,	41093098,41117821,41126040,41127748,41130003,41131633,41135906,41137790,41140257,41141222,41147946,41149175,41150198,41152012,41152350,41155113,41157408,41158500,41160722,41162779,41164130,41166666,41168599,41168867,41169616,41170571,41172663,41173784,41176528,41180077,	0	EP300
NM_001429.4	chr22	+	41092591	41180077	31	41092591,41117186,41125863,41127486,41129889,41131387,41135812,41137652,41140139,41141047,41146738,41147836,41149037,41149760,41151832,41152205,41154994,41157168,41158411,41160641,41162722,41164052,41166598,41168448,41168720,41169502,41170405,41172498,41173622,41176246,41176772,	41093098,41117821,41126040,41127748,41130003,41131633,41135906,41137790,41140257,41141222,41146816,41147946,41149175,41150198,41152012,41152350,41155113,41157408,41158500,41160722,41162779,41164130,41166666,41168599,41168867,41169616,41170571,41172663,41173784,41176528,41180077,	0	EP300
NM_005207.4	chr22	+	20917406	20953747	3	20917406,20933778,20949710,	20918245,20934244,20953747,	0	CRKL
NR_156180.2	chr22	+	20917406	20953747	4	20917406,20933778,20949710,20953205,	20918245,20934244,20951265,20953747,	0	CRKL
NM_006767.4	chr22	+	20982296	20999032	21	20982296,20983026,20985840,20987503,20988009,20988788,20989624,20990385,20991627,20992213,20992793,20993661,20993923,20994103,20994557,20994869,20995745,20995962,20996695,20996885,20997231,	20982571,20983089,20985897,20987583,20988118,20988872,20989682,20990525,20991829,20992369,20992904,20993754,20994019,20994269,20994727,20995026,20995872,20996112,20996801,20996966,20999032,	0	LZTR1
NM_001007468.3	chr22	+	23786965	23838009	9	23786965,23791755,23793558,23800943,23803294,23816769,23825224,23833571,23834140,	23787262,23791867,23793688,23801081,23803422,23816936,23825415,23833703,23838009,	0	SMARCB1
NM_001317946.2	chr22	+	23786965	23838009	9	23786965,23791755,23793558,23800943,23803294,23816769,23825224,23833571,23834140,	23787262,23791867,23793688,23801135,23803422,23816936,23825415,23833703,23838009,	0	SMARCB1
NM_003073.5	chr22	+	23786965	23838009	9	23786965,23791755,23793558,23800943,23803294,23816769,23825224,23833571,23834140,	23787262,23791894,23793688,23801081,23803422,23816936,23825415,23833703,23838009,	0	SMARCB1
NM_001362877.2	chr22	+	23786965	23838009	9	23786965,23791755,23793558,23800943,23803294,23816769,23825224,23833571,23834140,	23787262,23791894,23793688,23801135,23803422,23816936,23825415,23833703,23838009,	0	SMARCB1
XM_047441202.1	chr22	+	29268267	29288790	8	29268267,29272215,29272379,29273740,29278029,29282389,29286922,29288605,	29268349,29272252,29272431,29273864,29278216,29282557,29287134,29288790,	0	EWSR1
NM_001163287.2	chr22	+	29268267	29290684	9	29268267,29272215,29272379,29273740,29278029,29282389,29286922,29288605,29290412,	29268349,29272252,29272431,29273864,29278216,29282557,29287134,29288786,29290684,	0	EWSR1
NM_001438563.1	chr22	+	29268267	29300521	14	29268267,29272215,29272379,29273740,29278029,29286922,29292136,29292487,29296238,29297826,29298732,29299233,29299598,29300121,	29268349,29272252,29272431,29273864,29278216,29287134,29292169,29292606,29296368,29297949,29298895,29299331,29299851,29300521,	0	EWSR1
NM_001438562.1	chr22	+	29268267	29300521	15	29268267,29272215,29272379,29273740,29278029,29286922,29288605,29291564,29292136,29292487,29296238,29298732,29299233,29299598,29300121,	29268349,29272252,29272431,29273864,29278216,29287134,29288786,29291599,29292169,29292606,29296368,29298895,29299331,29299851,29300521,	0	EWSR1
NM_001438559.1	chr22	+	29268267	29300521	16	29268267,29272215,29272379,29273740,29278029,29286922,29288605,29291564,29292136,29292487,29296238,29297826,29298732,29299233,29299598,29300121,	29268349,29272252,29272431,29273864,29278216,29287134,29288786,29291599,29292169,29292606,29296368,29297949,29298895,29299280,29299851,29300521,	0	EWSR1
NM_001438554.1	chr22	+	29268267	29300521	16	29268267,29272215,29272379,29273740,29278029,29286922,29288605,29291564,29292136,29292487,29296238,29297826,29298732,29299233,29299598,29300121,	29268349,29272252,29272431,29273864,29278216,29287134,29288786,29291599,29292169,29292606,29296368,29297949,29298895,29299331,29299851,29300521,	0	EWSR1
NM_001438549.1	chr22	+	29268267	29300521	16	29268267,29272215,29272379,29273740,29278029,29286922,29288605,29291564,29292136,29292487,29296238,29297826,29298732,29299194,29299598,29300121,	29268349,29272252,29272431,29273864,29278216,29287134,29288786,29291599,29292169,29292606,29296368,29297949,29298895,29299331,29299851,29300521,	0	EWSR1
XM_047441197.1	chr22	+	29268267	29300521	16	29268267,29272215,29272379,29273740,29278029,29286922,29288605,29291561,29292136,29292487,29296238,29297826,29298732,29299233,29299598,29300121,	29268349,29272252,29272431,29273864,29278216,29287134,29288786,29291599,29292169,29292606,29296368,29297949,29298895,29299280,29299851,29300521,	0	EWSR1
NM_001163286.2	chr22	+	29268267	29300521	16	29268267,29272215,29272379,29273740,29278029,29286922,29288605,29291561,29292136,29292487,29296238,29297826,29298732,29299233,29299598,29300121,	29268349,29272252,29272431,29273864,29278216,29287134,29288786,29291599,29292169,29292606,29296368,29297949,29298895,29299331,29299851,29300521,	0	EWSR1
NM_001438557.1	chr22	+	29268267	29300521	16	29268267,29272215,29272379,29273740,29278029,29286922,29288605,29291561,29292136,29292487,29296238,29297826,29298732,29299194,29299598,29300121,	29268349,29272252,29272431,29273864,29278216,29287134,29288786,29291599,29292169,29292606,29296368,29297949,29298895,29299280,29299851,29300521,	0	EWSR1
NM_001438548.1	chr22	+	29268267	29300521	16	29268267,29272215,29272379,29273740,29278029,29286922,29288605,29291561,29292136,29292487,29296238,29297826,29298732,29299194,29299598,29300121,	29268349,29272252,29272431,29273864,29278216,29287134,29288786,29291599,29292169,29292606,29296368,29297949,29298895,29299331,29299851,29300521,	0	EWSR1
XM_047441200.1	chr22	+	29268267	29300521	14	29268267,29272215,29272379,29273740,29278029,29282389,29286922,29292136,29292487,29296238,29298732,29299233,29299598,29300121,	29268349,29272252,29272431,29273864,29278216,29282557,29287134,29292169,29292606,29296368,29298895,29299331,29299851,29300521,	0	EWSR1
NM_001438561.1	chr22	+	29268267	29300521	15	29268267,29272215,29272379,29273740,29278029,29282389,29286922,29292136,29292487,29296238,29297826,29298732,29299233,29299598,29300121,	29268349,29272252,29272431,29273864,29278216,29282557,29287134,29292169,29292606,29296368,29297949,29298895,29299280,29299851,29300521,	0	EWSR1
NM_001438558.1	chr22	+	29268267	29300521	15	29268267,29272215,29272379,29273740,29278029,29282389,29286922,29292136,29292487,29296238,29297826,29298732,29299233,29299598,29300121,	29268349,29272252,29272431,29273864,29278216,29282557,29287134,29292169,29292606,29296368,29297949,29298895,29299331,29299851,29300521,	0	EWSR1
NM_001438560.1	chr22	+	29268267	29300521	15	29268267,29272215,29272379,29273740,29278029,29282389,29286922,29292136,29292487,29296238,29297826,29298732,29299194,29299598,29300121,	29268349,29272252,29272431,29273864,29278216,29282557,29287134,29292169,29292606,29296368,29297949,29298895,29299280,29299851,29300521,	0	EWSR1
NM_001438556.1	chr22	+	29268267	29300521	15	29268267,29272215,29272379,29273740,29278029,29282389,29286922,29292136,29292487,29296238,29297826,29298732,29299194,29299598,29300121,	29268349,29272252,29272431,29273864,29278216,29282557,29287134,29292169,29292606,29296368,29297949,29298895,29299331,29299851,29300521,	0	EWSR1
NM_001438555.1	chr22	+	29268267	29300521	16	29268267,29272215,29272379,29273740,29278029,29282389,29286922,29288605,29291564,29292136,29292487,29296238,29298732,29299233,29299598,29300121,	29268349,29272252,29272431,29273864,29278216,29282557,29287134,29288786,29291599,29292169,29292606,29296368,29298895,29299280,29299851,29300521,	0	EWSR1
NM_001438547.1	chr22	+	29268267	29300521	16	29268267,29272215,29272379,29273740,29278029,29282389,29286922,29288605,29291564,29292136,29292487,29296238,29298732,29299233,29299598,29300121,	29268349,29272252,29272431,29273864,29278216,29282557,29287134,29288786,29291599,29292169,29292606,29296368,29298895,29299331,29299851,29300521,	0	EWSR1
